,fac_id,rev_id,rev_rating,review,user,rev_created_time,rev_url,rev_is_selected,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude,cat1,cat2,cat3,cat4,cat5,cat6
596,9RRRtQ6sRcjsnKe091H9lw,GuKv3LSzGb4So39SUrT-Ng,1,"my mom is currently at this facility and we cannot get information and the proper care and treatment for her and since we are not allowed in the facility, this is extremely difficult. 

we understand this is a stressful time for healthcare workers, but imagine your mom was in a facility that was not addressing her needs that she is getting to the point where she just wants to stop living... would you feel like this is adequate care? would you be satisfied? would you want your loved one in a facility like this?",Nicole A.,2020-04-30,https://www.yelp.com/biz/complex-care-hospital-tenaya-las-vegas?adjust_creative=upenn&hrid=GuKv3LSzGb4So39SUrT-Ng&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Complex Care Hospital - Tenaya,False,25,2.5,2020-04-30T07:56:04,17025622021.0,http://www.lifecare-hospitals.com,https://www.yelp.com/biz/complex-care-hospital-tenaya-las-vegas?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2500 N Tenaya Way,Las Vegas,NV,US,89128.0,36.205588828209706,-115.250826253339,Hospitals,Home Health Care,,,,
620,YT0R_SCyaa6zCuQZM2X_sA,hCCShJqc2_iclylX8STUNw,5,"i have been a long-standing patient of cleveland clinic florida since 1990.  through the years i seen cleveland clinic grow from a small hospital on fort lauderdale beach to the large campus in weston. i've had ok to bad hospital stays, but the doctors are always the best in the nation.

my most recent hospital stay due to an infection and sepsis was february 2020.  the improvements are nothing short of amazing.  they have improved drastically with the nursing care and cleanliness.  the emergency room staff were amazing and made me feel that they really care.  the wait time to be admitted and transferred to a room was only maybe two hours and this was mostly due to waiting on test results.  other times i have waited 5 and 6 hours to be admitted and transferred to a room.  i had an issue with the floor doctor due to limited pain management and ignoring request to consult with specialty doctors that know my history and intestinal reconstruction.  my wife went to the lead nurse and requested to talk to another doctor.  a different doctor met with her within 20 minutes and immediately changed the treatment plan and agreed my case required consulting with the specialist that knew my history. 

in recent years i've been fearful of cleveland clinic due to past bad experiences. i'm glad i took a leap of faith to try cleveland clinic fl a try again.  the improvements they made has recaptured my confidence and trust in cleveland clinic.  i would recommend cleveland clinic to anyone and you can be sure they have the best doctors and specialist you can find.

thank you cleveland clinic for the improvement changes. you definitely live up to being rated number one.",Michael C.,2020-03-17,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&hrid=hCCShJqc2_iclylX8STUNw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,True,Cleveland Clinic Florida,False,201,2.5,2020-06-24T07:19:21,19546595000.0,http://clevelandclinic.org,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2950 Cleveland Clinic Blvd,Weston,FL,US,33331.0,,,Medical Centers,Community Service/Non-Profit,,,,
621,YT0R_SCyaa6zCuQZM2X_sA,987k42QjvcTGi8ftNqLmyA,1,"the doctors there are great but the staff are miserable to deal with! they over-schedule so the doctors are always rushed. they hide hospital costs for you until just before your treatment, so you can not negotiate with them.

i had a urinary implant surgically installed in me 2 years ago there due to prostate surgery two years earlier. the implant stopped working properly after about 6 months. doctor recommended a repeat surgical procedure which i agreed to, but told them weeks before that i did not want to have to pay twice for the same procedure. 

never heard from their finance department until the day before the scheduled surgery, when they finally told me what my costs would be (almost $3k!) i contested the amount; they simply cancelled my surgery. and they didn't even cancel by writing or by a phone call, they just never gave me a time that i needed to be there. it was ""pay it or else!""

what a lack or respect for a patient! this is a hospital that cares more for profits than patient care!",Earl R.,2020-05-22,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&hrid=987k42QjvcTGi8ftNqLmyA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Cleveland Clinic Florida,False,201,2.5,2020-06-24T07:19:21,19546595000.0,http://clevelandclinic.org,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2950 Cleveland Clinic Blvd,Weston,FL,US,33331.0,,,Medical Centers,Community Service/Non-Profit,,,,
624,YT0R_SCyaa6zCuQZM2X_sA,pts09KaD-Cds0DMf7cdHNw,1,"imagine calling to make an appointment because you're having breathing problems as someone with heart failure to have them reschedule your appointment twice, totaling 2 weeks of waiting. guess ill just sit back and hope my heart doesn't collapse while i wait for them to get their $#!& together with schedules. wish me luck!",Victor S.,2020-06-19,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&hrid=pts09KaD-Cds0DMf7cdHNw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Cleveland Clinic Florida,False,201,2.5,2020-06-24T07:19:21,19546595000.0,http://clevelandclinic.org,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2950 Cleveland Clinic Blvd,Weston,FL,US,33331.0,,,Medical Centers,Community Service/Non-Profit,,,,
627,YT0R_SCyaa6zCuQZM2X_sA,fIOMJHNHdWcplBGaQJUDLg,1,i used to like cleveland clinic .never had to wait for your appointments.   is a meaa jow specially radiology. last week i came and waited for more than 2 hours for 2 appointments.   i had to leave without having one done.  i feel unsave in the waiting room so many people waiting you come with an appointment and u have to wait in a waiting room for hours.,Vivian A.,2020-06-24,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&hrid=fIOMJHNHdWcplBGaQJUDLg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Cleveland Clinic Florida,False,201,2.5,2020-06-24T07:19:21,19546595000.0,http://clevelandclinic.org,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2950 Cleveland Clinic Blvd,Weston,FL,US,33331.0,,,Medical Centers,Community Service/Non-Profit,,,,
629,YT0R_SCyaa6zCuQZM2X_sA,nx87WV2Gu3vzO3p7OrG-Aw,1,"avoid this hospital at all costs!! was admitted here and they routinely would forget to feed me meals, the nurses would come to check on me once in a blue moon, and the staff is generally impossible to reach or talk to. worst hospital experience of my life, any other hospital in the miami area would be a better choice than this mess of a place.",Charlie V.,2020-06-23,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&hrid=nx87WV2Gu3vzO3p7OrG-Aw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Cleveland Clinic Florida,False,201,2.5,2020-06-24T07:19:21,19546595000.0,http://clevelandclinic.org,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2950 Cleveland Clinic Blvd,Weston,FL,US,33331.0,,,Medical Centers,Community Service/Non-Profit,,,,
633,YT0R_SCyaa6zCuQZM2X_sA,TfvEZRZoJHyk-mYpD6lrEA,1,"terrible, save you time, go somewhere else!!!! they make the appointments , and a day or two before the appointment they call you to reschedule, it happen to me three times, use this hospital and clinic in the past to do surgeries, but the more they grow the less they care about patients, just an advise i wish i would've read the latest reviews i would have save three months waiting for an appointment",Robert T.,2020-03-31,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&hrid=TfvEZRZoJHyk-mYpD6lrEA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Cleveland Clinic Florida,False,201,2.5,2020-06-24T07:19:21,19546595000.0,http://clevelandclinic.org,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2950 Cleveland Clinic Blvd,Weston,FL,US,33331.0,,,Medical Centers,Community Service/Non-Profit,,,,
641,YT0R_SCyaa6zCuQZM2X_sA,q47OVbWd96B_WoL9e2mZzg,1,"we have been patients of cleveland clinic for years; however, they would not see me at the wellington office because i complained of a sore throat. i guess they only want to see patients who are not sick. i think this is a violation of the hypocratic oath. i had to go to md now to be seen and they were wonderful. actually, even before this incident, i noticed cleveland clinic had a somewhat snotty attitude and the front desk was routinely rude and/or unhelpful with patients.",Paul P.,2020-03-19,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&hrid=q47OVbWd96B_WoL9e2mZzg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Cleveland Clinic Florida,False,201,2.5,2020-06-24T07:19:21,19546595000.0,http://clevelandclinic.org,https://www.yelp.com/biz/cleveland-clinic-florida-weston-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2950 Cleveland Clinic Blvd,Weston,FL,US,33331.0,,,Medical Centers,Community Service/Non-Profit,,,,
823,wtCBsZHWio6eOSI3vzcZ1Q,SOPZirSAnX-A2vuX2qofoA,1,i did the recommended online doctors visit   a $40 copay later they told me they wouldn't prescribe an antibiotic.  they said i needed to go the their immediate care center.  i did visit the immediate care which was an additional $40 copay and was prescribed antibiotics.  what a joke.,Linda B.,2020-04-25,https://www.yelp.com/biz/norton-hospital-louisville?adjust_creative=upenn&hrid=SOPZirSAnX-A2vuX2qofoA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Norton Hospital,False,21,2.5,2020-04-25T17:55:14,15026298000.0,https://nortonhealthcare.com,https://www.yelp.com/biz/norton-hospital-louisville?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,200 E Chestnut St,Louisville,KY,US,40202.0,,,Hospitals,,,,,
855,7SaKIxQ3Dx2HFtApUXUuDg,L7_WgzB9O17OKpr1wf91gw,1,"tl;dr:  mt sinai's er doctors refused to provide me with care for excruciating pain and as a result i nearly lost my life to sepsis. months after this experience, i finally have the presence of mind to post this review as a warning to others.

i visited this er at the urging of my doctor, who is affiliated with mt sinai. he feared that i might have an infection in my spine and wanted me to have some imaging and blood tests done because they didn't feel it could wait until the next week. my partner drove me to the er and we were seen very quickly - it was very quiet and we could only see 3 or 4 patients with relatively mild issues. we met with a resident, erik sherman, who did not listen to my situation at all, saying flatly that there wasn't much they could do for back pain. we asked again for an mri and the resident said ""well, mris are very expensive and you might be waiting for hours,"" and my partner replied that our insurance would absolutely cover it and that we were fine with waiting as long as needed. 

my partner asked to speak with the attending, bess storch, and we again explained the entire situation and serious concerns our doctor had that led him to us to the er. dr. storch repeated that they were unable to do imaging and that i should follow up next week because this was ""an in-office case.""when she left the room, my husband called my doctor's answering service, yelled for the attending to come back, and he handed her his phone and begged her to speak with him. my doctor confirmed everything we had told them, and asked for the same tests we had asked for. begrudgingly, the attending allowed me to have an x-ray only.

we waited for a few hours for the x-ray and by the time they wheeled me back (i couldn't walk) a nurse came and said they had already discharged me. we waited for another 2 + hours and then we were handed the imaging report, which showed that i had a compression fracture on one of the vertebrae in my upper back. they said it was common and not a concern so we just left, completely demoralized and just happy to be out of there after more than 8 hours. a few days later, i was taken to another er by ambulance and was diagnosed with sepsis caused by a severe infection and an abscess that was pushing against my spine so hard that it caused a fracture. i needed emergency surgery and i spent months recovering inpatient. if mt sinai's er doctors had just listened to us and run tests, we might have known about the abscess sooner and my life would not have been put in extreme jeopardy. i nearly died. you should all be ashamed to call yourselves doctors.",B. T.,2020-06-16,https://www.yelp.com/biz/mount-sinai-west-new-york-4?adjust_creative=upenn&hrid=L7_WgzB9O17OKpr1wf91gw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Mount Sinai West,False,237,2.0,2020-06-16T19:49:34,12128579990.0,http://www.mountsinai.org/locations/west,https://www.yelp.com/biz/mount-sinai-west-new-york-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1000 Tenth Avenue,New York,NY,US,10019.0,,,Hospitals,,,,,
866,7SaKIxQ3Dx2HFtApUXUuDg,uBIgoXFw216FCZ_8ZQGKZg,5,emergency room visit.  lightning fast admittance.  top notch professionalism and very thorough care.  really impressed with everyone in the emergency room. great job guys and gals!,D J.,2020-05-24,https://www.yelp.com/biz/mount-sinai-west-new-york-4?adjust_creative=upenn&hrid=uBIgoXFw216FCZ_8ZQGKZg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Mount Sinai West,False,237,2.0,2020-06-16T19:49:34,12128579990.0,http://www.mountsinai.org/locations/west,https://www.yelp.com/biz/mount-sinai-west-new-york-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1000 Tenth Avenue,New York,NY,US,10019.0,,,Hospitals,,,,,
870,7SaKIxQ3Dx2HFtApUXUuDg,iHPtWgq269GAvq5apWFK7w,1,"mount sinai is the worst hospital i've ever dealt with in my life. i had severe bleeding and was brought to mount sinai in an ambulance. the doctors were extremely rude and didn't treat me!! after they sent me home i had another major bleeding that night, which was worst than the first time. i decided to go to nyu this time and they treated me right away. i ended up losing over 3 liters of blood because of mount sinai and needed blood transfusion!!! thanks to nyu for saving my life. i will never go to mount sinai again!!!",Wei H.,2020-03-17,https://www.yelp.com/biz/mount-sinai-west-new-york-4?adjust_creative=upenn&hrid=iHPtWgq269GAvq5apWFK7w&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Mount Sinai West,False,237,2.0,2020-06-16T19:49:34,12128579990.0,http://www.mountsinai.org/locations/west,https://www.yelp.com/biz/mount-sinai-west-new-york-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1000 Tenth Avenue,New York,NY,US,10019.0,,,Hospitals,,,,,
1232,IjWFn6wR5HskcyZWiguhbA,A7VBsVJElOE0kWKz1ByKhQ,5,dads been coming for cancer treatment for the last three weeks.  they are on time or early for this appointment each day.  he has no complaints and is doing well.  two more weeks to go and we get the end result.  so far so good.  fingers crossed.,Joe C.,2020-06-23,https://www.yelp.com/biz/unitypoint-health-finley-hospital-dubuque?adjust_creative=upenn&hrid=A7VBsVJElOE0kWKz1ByKhQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,UnityPoint Health - Finley Hospital,False,1,5.0,2020-06-23T07:35:17,15635821881.0,http://www.unitypoint.org,https://www.yelp.com/biz/unitypoint-health-finley-hospital-dubuque?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,350 N Grandview Ave,Dubuque,IA,US,52001.0,42.496280600000006,-90.6859143,Hospitals,,,,,
1233,PsWKAgrEbmh3gjFa7GbBUg,X4LR3lk2tHq9O1t-SHyTXA,5,"ended up being here longer than expected so i ventured to the lobby for starbucks and then to the cafe on the 3rd floor.  bunless burger and fries.  all cooked fresh and the burger is flame grilled.  delicious and inexpensive! $5 burger and $1 fries.  

now onto the nursing staff... i'm impressed with their care for not only the patient but the family as well.  covid is making it difficult, and they are short staffed, but they are making it work as a team.  the nurses have made this event a little less painful.   all of them have been caring, compassionate and loving.  i couldn't do their job!!  thank you all!!",Kirsten K.,2020-06-28,https://www.yelp.com/biz/palomar-medical-center-escondido-5?adjust_creative=upenn&hrid=X4LR3lk2tHq9O1t-SHyTXA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Palomar Medical Center,False,449,2.5,2020-06-28T12:35:26,14422815000.0,https://www.palomarhealth.org,https://www.yelp.com/biz/palomar-medical-center-escondido-5?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2185 Citracado Pkwy,Escondido,CA,US,92029.0,,,Hospitals,,,,,
